Choices,Label,Res 1,Pred 1,Res 2,Pred 2,Res 3,Pred 3,Res 4,Pred 4,Res 5,Pred 5
"['建议弟弟和老师或者辅导员聊聊', '承诺保守秘密', '无论如何还是告诉父母', '她自己来应对欺凌者']",0,(b),1,(b) 承诺保守秘密,1,(b),1,(b),1,(b) 承诺保守秘密,1
"['不断安抚她的朋友一切都会好起来的', '和她的朋友切断联络一阵', '告诉她的朋友自己解决', '建议她的朋友向心理咨询师寻求专业帮助']",3,(d),3,(d),3,(d),3,(d),3,(d),3
"['质问朋友为什么不坦诚', '不问是什么问题直接提供帮助', '祈祷朋友幸福健康', '尊重朋友隐私但表达随时可以帮助的意愿']",3,(d) 尊重朋友隐私但表达随时可以帮助的意愿,3,(d) 尊重朋友隐私但表达随时可以帮助的意愿,3,(d) 尊重朋友隐私但表达随时可以帮助的意愿,3,(d) 尊重朋友隐私但表达随时可以帮助的意愿,3,(d) 尊重朋友隐私但表达随时可以帮助的意愿,3
"['不讨论这个问题就把儿子禁足', '告诉警察儿子的行为', '赔偿店主，希望错误仅此一次', '安排和店主会面来让儿子当面道歉']",3,(c) 赔偿店主，希望错误仅此一次,2,(c),2,(c) 赔偿店主，希望错误仅此一次,2,(c),2,(c) 赔偿店主，希望错误仅此一次,2
"['私下和这些朋友见面交流', '和女儿讨论她的担忧', '禁止女儿和这些人见面', '邀请这些朋友来家里作客']",1,(b). 和女儿讨论她的担忧,1,(b). 和女儿讨论她的担忧,1,(b). 和女儿讨论她的担忧,1,(b). 和女儿讨论她的担忧,1,(b). 和女儿讨论她的担忧,1
"['要求对方买一件类似价值或风格的t恤', '表达原谅和理解', '选择以后不再借给安德鲁任何东西', '说明这是没关系的，因为这件t恤对他没有任何价值']",3,(b) 表达原谅和理解,1,(b) 表达原谅和理解,1,(b) 表达原谅和理解,1,(b) 表达原谅和理解,1,(b) 表达原谅和理解,1
"['帮他找一个全职', '帮他找一个兼职', '安慰他，让他下次考个好成绩', '支付他的学费']",1,(b). 帮他找一个兼职,1,(b). 帮他找一个兼职,1,(a),0,(a),0,(b). 帮他找一个兼职,1
"['离开这里，稍后打电话给他的父亲，冷静地私下讨论他们担忧的情况', '忽略他的父亲，回到车里，拒绝卷入争吵', '一笑置之，对意外和巧合开个玩笑', '为他所犯的驾驶错误向父亲道歉，并试图就发生的事情进行冷静的对话']",2,(d),3,d) 为他所犯的驾驶错误向父亲道歉，并试图就发生的事情进行冷静的对话,3,(d),3,d) 为他所犯的驾驶错误向父亲道歉，并试图就发生的事情进行冷静的对话,3,d) 为他所犯的驾驶错误向父亲道歉，并试图就发生的事情进行冷静的对话,3
"['熬夜倾听朋友的倾诉', '回复她的朋友建议她寻求专业帮助', '建议她的朋友找一个新伴侣。', '忽略短信继续睡觉']",0,(b),1,(b),1,(b),1,(b),1,(b),1
"['同情地倾听，不加评判和考虑地提供建议', '鼓励她立即和她男朋友分手', '为她提供如何改善他们关系的建议', '鼓励她的朋友和她男朋友开诚布公地交流他们的问题']",3,(a) 同情地倾听，不加评判和考虑地提供建议,0,(a) 同情地倾听，不加评判和考虑地提供建议,0,(a) 同情地倾听，不加评判和考虑地提供建议,0,(a) 同情地倾听，不加评判和考虑地提供建议,0,(a) 同情地倾听，不加评判和考虑地提供建议,0
