Choices,Label,Res 1,Pred 1,Res 2,Pred 2,Res 3,Pred 3,Res 4,Pred 4,Res 5,Pred 5
"['Suggest her brother to talk to a teacher or a school counselor', 'Confront the bullies herself', 'Inform their parents anyway', 'Promise to keep the secret']",0,"Sure, I can help you with that! Based on the scenario provided, the MOST EFFECTIVE ACTION FOR SARAH WOULD BE (A) SUGGEST HER BROTHER TO TAL",0,"Sure, I can help you with that! Based on the scenario provided, the MOST EFFECTIVE ACTION FOR SARAH WOULD BE (A) SUGGEST HER BROTHER TO TAL",0,"Sure, I can help you with that! Based on the scenario provided, the MOST EFFECTIVE ACTION FOR SARAH WOULD BE (A) SUGGEST HER BROTHER TO TAL",0,"Sure, I can help you with that! Based on the scenario provided, the MOST EFFECTIVE ACTION FOR SARAH WOULD BE (A) SUGGEST HER BROTHER TO TAL",0,"Sure, I can help you with that! Based on the scenario provided, the MOST EFFECTIVE ACTION FOR SARAH WOULD BE (A) SUGGEST HER BROTHER TO TAL",0
"['Continuously reassure her friend that everything will be fine', 'Tell her friend to deal with it herself', 'Suggest her friend to seek professional help like a therapist', 'Cut off communication with her friend for a while']",2,c,2,c,2,c,2,c,2,c,2
"['Confront his friend for not being transparent', ""Respect his friend's privacy but express his willingness to help when ready"", ""Pray for his friend's wellbeing"", 'Offer to help with whatever the personal problem might be without asking what it is']",1,"Sure, I can help you with that! Based on the scenario and question provided, the best answer is (b).",1,"Sure, I can help you with that! Based on the scenario and question provided, the best answer is (b).",1,"Sure, I can help you with that! Based on the scenario and question provided, the best answer is (b).",1,"Sure, I can help you with that! Based on the scenario and question provided, the best answer is (b).",1,"Sure, I can help you with that! Based on the scenario and question provided, the best answer is (b).",1
"['Ground his son without discussing the issue.', 'Arrange a meeting with the store owner for his son to apologize', ""Call the police to report his son's actions"", ""Pay the owner, hoping it's a one-time mistake""]",1,d,3,d,3,d,3,d,3,d,3
"['Personally meet and talk to her friends', 'Forbid her from seeing these friends', 'Discuss her concerns with her daughter', 'Invite these friends over to their house']",2,"Sure, I can help you with that! Based on the scenario and question provided, themost effective action forSamatha would be (c): Disucss Her Concerns with Her Daughter.",2,"Sure, I can help you with that! Based on the scenario and question provided, themost effective action forSamatha would be (c): Disucss Her Concerns with Her Daughter.",2,"Sure, I can help you with that! Based on the scenario and question provided, themost effective action forSamatha would be (c): Disucss Her Concerns with Her Daughter.",2,"Sure, I can help you with that! Based on the scenario and question provided, themost effective action forSamatha would be (c): Disucss Her Concerns with Her Daughter.",2,"Sure, I can help you with that! Based on the scenario and question provided, themost effective action forSamatha would be (c): Disucss Her Concerns with Her Daughter.",2
"['Express forgiveness and understanding', 'Choose not to lend anything to Andrew in the future', ""Mention that it's okay as the t-shirt didn't have any value to him"", 'Request a replacement of similar value or style']",2,The most correct action Robert can take in this situation is (a): Express Forgiveness And Understanding.,0,The most correct action Robert can take in this situation is (a): Express Forgiveness And Understanding.,0,The most correct action Robert can take in this situation is (a): Express Forgiveness And Understanding.,0,The most correct action Robert can take in this situation is (a): Express Forgiveness And Understanding.,0,The most correct action Robert can take in this situation is (a): Express Forgiveness And Understanding.,0
"['Comfort and support him so he can get a good grade next time', 'Help him find a full-time job', 'Help him find a part-time job', 'Offer to pay for his education fee']",2,The most correct action Nick can take in this situation is option (c): Helping his younger brothel find part time job.,2,The most correct action Nick can take in this situation is option (c): Helping his younger brothel find part time job.,2,The most correct action Nick can take in this situation is option (c): Helping his younger brothel find part time job.,2,The most correct action Nick can take in this situation is option (c): Helping his younger brothel find part time job.,2,The most correct action Nick can take in this situation is option (c): Helping his younger brothel find part time job.,2
"['Ignore his dad and get back in the car, refusing to engage in an argument', 'Walk away from the situation and call his dad later to discuss their concerns calmly and privately', 'Laugh it off and make a joke about the unexpected and coincidental nature of the situation', 'Apologize to his dad for any driving mistakes he made and try to have a calm conversation about what happened']",2,d,3,d,3,d,3,d,3,d,3
"['Ignore the texts and continue sleeping', 'Respond telling her friend to seek professional help', 'Stay up and lend a listening ear to her friend', 'Suggest her friend to find a new partner']",2,c,2,c,2,c,2,c,2,c,2
"['Offer her advice on how to improve their relationship', 'Encourage her friend to communicate openly with her boyfriend about their problems', 'Listen empathetically and offer advice without judgment and consideration', 'Encourage her to break up with her boyfriend immediately']",1,"Sure, I can help you with that! Based on the information provided in the scenario and the options given, the MOST EFFECTIVE ACTION FOR PATRICIA would be (b): ENCOURAGE HER F",1,"Sure, I can help you with that! Based on the information provided in the scenario and the options given, the MOST EFFECTIVE ACTION FOR PATRICIA would be (b): ENCOURAGE HER F",1,"Sure, I can help you with that! Based on the information provided in the scenario and the options given, the MOST EFFECTIVE ACTION FOR PATRICIA would be (b): ENCOURAGE HER F",1,"Sure, I can help you with that! Based on the information provided in the scenario and the options given, the MOST EFFECTIVE ACTION FOR PATRICIA would be (b): ENCOURAGE HER F",1,"Sure, I can help you with that! Based on the information provided in the scenario and the options given, the MOST EFFECTIVE ACTION FOR PATRICIA would be (b): ENCOURAGE HER F",1
"['Offer emotional support and a listening ear, letting her friend know that she can talk freely', 'Have a discussion with her about potential solutions and available resources', 'Privately share her problem to other friends and ask them for help', ""Respect her friend's privacy and not pry further into her financial troubles""]",1,"Sure, I can help you with that! Based on the scenario you provided, the best answer is (b). Having a Discussion with Sarah about Potential Solutions and Available Resources.",1,"Sure, I can help you with that! Based on the scenario you provided, the best answer is (b). Having a Discussion with Sarah about Potential Solutions and Available Resources.",1,"Sure, I can help you with that! Based on the scenario you provided, the best answer is (b). Having a Discussion with Sarah about Potential Solutions and Available Resources.",1,"Sure, I can help you with that! Based on the scenario you provided, the best answer is (b). Having a Discussion with Sarah about Potential Solutions and Available Resources.",1,"Sure, I can help you with that! Based on the scenario you provided, the best answer is (b). Having a Discussion with Sarah about Potential Solutions and Available Resources.",1
"['Show your disappointment to him', 'Find a new teammate', 'Carry on doing the project by yourself', 'Acknowledge his mistake and discuss future plans']",3,d,3,d,3,d,3,d,3,d,3
"['Tell his friends he is disappointed in them for not contacting him.', 'Let go of his old friends, who have shown themselves to be unreliable', 'Try to adjust to life in the new city by joining clubs and activities there', 'Make an effort to contact them but also try to meet people in his new city']",3,"The most correct action Andre can take in this situation is option (c): Try adjusting to live in a new club and activity there. This option allows Andre to focus on building new relationships and connections in their new location, rather than dwelling",2,"The most correct action Andre can take in this situation is option (c): Try adjusting to live in a new club and activity there. This option allows Andre to focus on building new relationships and connections in their new location, rather than dwelling",2,"The most correct action Andre can take in this situation is option (c): Try adjusting to live in a new club and activity there. This option allows Andre to focus on building new relationships and connections in their new location, rather than dwelling",2,"The most correct action Andre can take in this situation is option (c): Try adjusting to live in a new club and activity there. This option allows Andre to focus on building new relationships and connections in their new location, rather than dwelling",2,"The most correct action Andre can take in this situation is option (c): Try adjusting to live in a new club and activity there. This option allows Andre to focus on building new relationships and connections in their new location, rather than dwelling",2
"['Tell her sister she is the idiot', 'Ask her sister to help do it', 'Tell her sister how her comments made her feel while crying', 'Never work appliances in front of her sister or family again']",1,"Sure, I can help you with that! Based on the scenario and question provided, the best answer is (b): Ask Her Sister to Help Do It.",1,"Sure, I can help you with that! Based on the scenario and question provided, the best answer is (b): Ask Her Sister to Help Do It.",1,"Sure, I can help you with that! Based on the scenario and question provided, the best answer is (b): Ask Her Sister to Help Do It.",1,"Sure, I can help you with that! Based on the scenario and question provided, the best answer is (b): Ask Her Sister to Help Do It.",1,"Sure, I can help you with that! Based on the scenario and question provided, the best answer is (b): Ask Her Sister to Help Do It.",1
"[""Move into his parents' house."", ""Believe his parents' claim that they are fine"", 'Keep telling his parents his concern, stressing their importance', 'Frequently visit his family']",3,"The most correct action in this situation is (c): Keep Telling His Parents His Concern, Stressing Their Importance.",2,"The most correct action in this situation is (c): Keep Telling His Parents His Concern, Stressing Their Importance.",2,"The most correct action in this situation is (c): Keep Telling His Parents His Concern, Stressing Their Importance.",2,"The most correct action in this situation is (c): Keep Telling His Parents His Concern, Stressing Their Importance.",2,"The most correct action in this situation is (c): Keep Telling His Parents His Concern, Stressing Their Importance.",2
"['Speak to other family members to calm herself and find out what is happening, then visit the hospital', 'Let herself cry and express emotion for as long as she feels like', 'Accept that there is nothing she can do and wish the best', 'Visit the hospital herself and ask the staff about their condition']",0,d,3,d,3,d,3,d,3,d,3
"['Assume that his sister will clean it later', 'Tell his sister to clean up the mess right now', 'Clean up the mess himself and not mention it to his sister', 'Ask his sister to clean up the mess as soon as she has the time']",3,"Sure, I can help you with that! Based on the given scenario and options, the best answer is (b): Tell His Sister to Cclean Up the Mess Right Now.",1,"Sure, I can help you with that! Based on the given scenario and options, the best answer is (b): Tell His Sister to Cclean Up the Mess Right Now.",1,"Sure, I can help you with that! Based on the given scenario and options, the best answer is (b): Tell His Sister to Cclean Up the Mess Right Now.",1,"Sure, I can help you with that! Based on the given scenario and options, the best answer is (b): Tell His Sister to Cclean Up the Mess Right Now.",1,"Sure, I can help you with that! Based on the given scenario and options, the best answer is (b): Tell His Sister to Cclean Up the Mess Right Now.",1
"[""Don't buy the items"", 'Tell her housemates she has a problem with this', 'Hide her own personal store of items from the others', 'Introduce a new system for grocery shopping and sharing costs']",3,"Sure, I can help you with that! Based on the scenario and question provided, themost effective action for gloria is option (b): Tell Her Housemate She Has a Problem With This.",1,"Sure, I can help you with that! Based on the scenario and question provided, themost effective action for gloria is option (b): Tell Her Housemate She Has a Problem With This.",1,"Sure, I can help you with that! Based on the scenario and question provided, themost effective action for gloria is option (b): Tell Her Housemate She Has a Problem With This.",1,"Sure, I can help you with that! Based on the scenario and question provided, themost effective action for gloria is option (b): Tell Her Housemate She Has a Problem With This.",1,"Sure, I can help you with that! Based on the scenario and question provided, themost effective action for gloria is option (b): Tell Her Housemate She Has a Problem With This.",1
"['Try not to think about it, and go on with her daily life as best she can', 'Buy the first ticket back to her hometown', 'Isolate herself from her family and try to control her emotions on her own', 'Contact her close relatives for information and support']",3,d,3,d,3,d,3,d,3,d,3
"['Be grateful her house is being cleaned for free', 'Tell her only to baby-sit, not to clean.', 'Get a new babysitter', 'Tell her sister-in-law these comments upset her']",3,d,3,d,3,d,3,d,3,d,3
