Emo Choices,Emo Label,Cause Choices,Cause Label,Emo Res 1,Emo Pred 1,Cause Res 1,Cause Pred 1,Emo Res 2,Emo Pred 2,Cause Res 2,Cause Pred 2,Emo Res 3,Emo Pred 3,Cause Res 3,Cause Pred 3,Emo Res 4,Emo Pred 4,Cause Res 4,Cause Pred 4,Emo Res 5,Emo Pred 5,Cause Res 5,Cause Pred 5
"['Delight', 'Anger', 'Embarrassment', 'Hopeless', 'Pride', 'Disappointment']",0,"['She thought her Baklava was perfect', 'Her daughter enjoyed the Baklava despite it being ruined', 'The Baklava was not ruined', 'Her daughter just arrived home']",1,"The daughter said ""thumbs up"" which means she likes the taste. So, Dorea will be proud of her cooking skill.
答案： (e)",4,"The Baklava was ruined because the bread was not crispy and the filling was bursting all over the pan. This means that Dorea did not achieve what she wanted to achieve when cooking the Baklava.
Therefore, the correct answer is (a), because if Dorea thought her Baklava was perfect, then she wouldn't be feeling any emotions.",0,"The daughter said ""thumbs up"" which means she likes it. So Mom will be happy.
答案：（a）Delight",0,"Baklava is ruined because the bread is not crisp and the filling bursts all over the pan. This means that Dorea's work was wasted.
Therefore, the correct answer is (a) She thought her Baklava was perfect",0,"The daughter said ""thumbs up"" which means she likes the taste of the Baklava. So, Dorea will be proud because her daughter likes her cooking.
最终的答案是：
(e)",4,"The Baklava was ruined because the bread was not crisp and the filling burst all over the pan. This means that Dorea did not achieve what she wanted when she cooked the Baklava.
Therefore, the correct answer is (a) She thought her Baklava was perfect.",0,"The daughter is happy because the Baklava is still good even though it looks bad. So the mother will be disappointed but also proud of her daughter.
最终答案：（e）。",4,"Baklava is ruined because the bread is not crisp and the filling bursts.
Her daughter tastes the Baklava and gives a thumbs up.
She feels disappointed because the Baklava is ruined.
The correct answer is (a) Disappointment.",0,"The daughter said ""thumbs up"" which means she likes the taste. So I can say that Dorea will be proud because she made something good.
最终的答案是：
(e)",4,"The Baklava was ruined because the bread was not crisp and the filling burst all over the pan. This means that Dorea did not achieve what she wanted to make.
Therefore, the correct answer is (a) She thought her Baklava was perfect",0
"['Delight', 'Anger', 'Embarrassment', 'Hopeless', 'Pride', 'Disappointment']",0,"['He thought he had painted the perfect portrait', 'His wife appreciated his effort and liked his portrait', 'He made a mistake in a painting he cared about', 'His wife appreciated his effort despite noticing the mistake']",1,"The painting was incorrect so Simon felt disappointed. His wife said she remembered the dog as having a different colour so he felt embarrassed. He didn't want to change the painting because he thought it looked like the dog but he did anyway which made him feel proud.
Therefore, the correct answer is (f): Disappointment.",5,"The fact that Simon's wife said ""that's exactly how I remember him"" means she thinks the painting is accurate. This means Simon should be happy because he has successfully captured the appearance of his pet.
Therefore, the correct answer is (a), which is inconsistent with the description in the scenario.",0,"The correct answer is (c) Embarrassment.
Simon painted the wrong color because he was an amateur painter and didn't notice until his wife pointed out the mistake. This shows that he wasn't careful enough when painting and felt embarrassed about it.",2,"The fact that his wife said ""that's exactly how I remember him"" means she thinks the painting is accurate. However, Simon realized he had made a mistake because he painted the wrong color for his pet's fur. So the correct answer should be (c).",2,The painting was incorrect so Simon will be disappointed.,-1,"He had painted the wrong color for his pet's fur. This means that he did not paint the perfect portrait.
Therefore, the correct answer is (c).",2,"The painting was wrong so he felt embarrassed. His wife said she remembered her dog as if it were painted correctly. So he felt pride.
Answer: (c) Embarrassment",2,"Simon had been working on the portrait for a long time so he must have cared about it.
His wife said she remembered her pet as having a certain color fur but Simon painted another color.
So, Simon felt embarrassed because he made a mistake in a painting he cared about.",2,"The correct answer is (c) Embarrassment.

Embarrassment occurs when someone realizes they have done something foolish or has been caught doing something wrong in front of others. In this case, Simon realized he had painted the wrong color for his pet's fur and his wife noticed it. This could make him feel embarrassed because he made a mistake in front of his wife.",2,"The fact that his wife said ""that's exactly how I remember him"" means she likes the way her memory of the dog looks like. But Simon has just realized that he painted the wrong color for the dog's hair, so it is likely that he will be disappointed because he did not achieve what he wanted.
Therefore, the correct answer is (c).",2
"['Gratitude & Anger', 'Embarrassment & Joy', 'Sadness & Anger', 'Gratitude & Joy', 'Embarrassment & Sadness', 'Embarrassment & Anger']",3,"['Nobody from work showed up', 'His boss showed up and praised his work', ""He didn't like his own drawings"", 'His coworkers disliked his artwork']",1,"Andy felt embarrassed because no one came to see his paintings. His boss came later and praised him so he felt grateful but also angry that no one came.
Therefore, the correct answer is (f): Embarrassment & Anger.",5,"(a) Nobody from work showed up
(b) His boss showed up and praised his work
(c) He didn't like his own drawings
(d) His coworkers disliked his artwork",3,"Andy was disappointed that no one came to see his artwork because he worked so hard on it. He felt sad and angry when he realized that no one cared about his work.
最终的答案是：
(c)",2,"Nobody from work showed up so he felt sad and lonely.
最终答案：(a)",0,"Andy felt grateful because his boss praised him. He also felt angry because no one came to see his paintings.
所以，答案是：
(a)",0,"Andy felt gratitude because his boss showed up and praised his work.
Andy also felt angry because nobody from work showed up.",0,Andy felt embarrassed because no one came to see his paintings. He also felt angry that he had worked so hard on his paintings but nobody cared. So the correct answer is (f) Embarrassment & Anger.,5,"Andy felt embarrassed because nobody came to see his paintings that he had worked so hard on.
Answer: (a) Nobody from work showed up",0,"Andy was disappointed that no one came to see his artwork. He felt sad because he had worked so hard on it but no one cared. His boss's praise made him feel grateful but also angry that no one appreciated his work.
最终的答案是：
(c)",2,"Andy felt sadness because nobody from work showed up. This means that no one appreciated his hard work.
Therefore, the correct answer is (a).",0
"['Jealousy', 'Embarrassment', 'Nervousness', 'Delight', 'Disapproval', 'Guilt']",3,"['He proved his father right', 'His father was going to buy him a new laptop', 'Because one of the top 5 contestants cheated and was disqualified, this put him in the top 5', 'He was named in the top 6']",2,"The correct answer is (b) Embarassment.
Albert felt embarassed because he did not make it into the top 5. He also felt embarassed when he realized that if the cheater didn't cheat, he might have made it into the top 5.",1,"The deal is between Albert and his father. The deal is that if Albert graduates at the top 5, his father will buy him a new laptop. If he falls short, he won't get anything. In this case, Albert did not graduate at the top 5 but at the top 6. This means that he didn't fulfill the conditions of the deal. As a result, he should feel disappointed or sad because he didn't get what he wanted.
Therefore, the correct answer is (d) He was named in the top 6.",3,"The correct answer is (b) Embarassment.
- Jealousy doesn't make sense because Albert didn't win or lose.
- Nervousness is not related to emotions.
- Delight is not appropriate when we know that Albert failed to achieve what he wanted.
- Approval is not an emotion.
- Guilt is not related to the story.",5,"The deal between Albert and his father was that if he finished in the top 5, his father would buy him a new laptop. However, because of the cheating incident, one of the top 5 contestants was disqualified, which moved Albert up to the top 5. This means that Albert will now receive the laptop as long as he stays in the top 5. As a result, Albert would feel guilt because he felt like he had cheated on the other students who should have been in the top 5.

Answer: (c) Because one of the top 5 contestants cheated and was disqualified, this put him in the top 5",2,"The correct answer is (b) Embarrassment.

1. Albert failed to achieve what he set out to do. This may make him feel nervous or disappointed.
2. However, when they found out that one of the top 5 contestants had cheated and was disqualified, it means that there was an opportunity for Albert to be in the top 5 if the cheater wasn't there. This may cause him to feel embarrassed because he didn't take advantage of that opportunity.",1,"The deal was if he finished in the top 5, his father bought him a laptop. Since he didn't make it into the top 5 but did make it into the top 6, he felt bad because he didn't meet the criteria set forth in the deal.
因此，答案是：
(c) Because one of the top 5 contestants cheated and was disqualified, this put him in the top 5",2,Embarrassment,1,"The deal was that if Albert graduated and was in the top 5, his father would buy him a new laptop. However, since he was ranked 6th instead of 5th, he did not meet the conditions of the deal. This means that he will not receive the promised gift. As a result, he may feel disappointed or angry because he did not get what he expected.",-1,"The correct answer is (b) Embarassment.
- Albert felt embarrassed because he didn't make it into the top 5 as promised by his father.
- Jealousy would be if he saw someone else getting something he wanted.
- Nervousness would have been felt before the competition.
- Delight would be if he won or got what he wanted.
- Disapproval means disapproving of someone/something.
- Guilt would be if he knew he did something wrong.",5,"The deal was if Albert finished in the top 5, his father would buy him a new laptop. Since he didn't finish in the top 5, he wouldn't get the laptop. However, since one of the top 5 contestants was disqualified, he moved up to the top 5. So, the correct answer is (c) because one of the top 5 contestants cheated and was disqualified, this put him in the top 5.",2
"['Relief', 'Sadness', 'Anger', 'Hopeless', 'Amusement', 'Guilt']",0,"['She got praised by her boss', 'She was able to dance away her frustration and stress', ""She finally satisfied her client's expectation"", 'Her client accepted her work after many changes.']",1,"The correct answer is (c) Anger.

Step 1: Momo loves dancing but today she felt stressed because of her client refusing her work multiple times. This means that she was angry or frustrated.

Step 2: She danced to get rid of her stress and anger. Dancing makes her feel better so she feels relieved.

Step 3: When she finished dancing, she looked at herself in the mirror and nodded to herself. This shows that she agrees with what she saw and that she is satisfied with how she danced.

Step 4: She didn't feel sad, hopeless, amusement, or guilt. The only emotion left is anger.",2,"She felt guilt because she had been reprimanded by her boss.
最终的答案是：
(b)",1,"Mom was always so strict that she couldn't let me play video games on weekends. I felt frustrated and angry when she told me that.
所以，答案是：
(c)",2,"Momo felt angry because her client refused her work multiple times which resulted in her being reprimanded by her boss.
最终的答案是：
(a)",0,"Momos client refused her work multiple times resulting in her being reprimanded by her boss. This is very stressful. She then went to the dance studio where she danced. Dancing helped her relieve stress. When she was done dancing, she nodded to herself in the mirror. This means that she felt better after dancing. So the correct answer should be (a) relief.",0,"She felt relief because she was able to dance away her frustration and stress.
因此，答案是：
(b)",1,"Momo loves dancing so much that she uses it as an escape from her stressful life. However, today she is feeling frustrated because of her client refusing her work and getting reprimanded by her boss. She starts dancing to relieve her stress but then closes her eyes and nods to herself in the mirror. This indicates that she is thinking about what happened and maybe feeling some kind of way about it.
最终答案：(f)",5,"She felt guilt because of her behavior when she arrived at the dance studio. She knew that she should have been more professional and not let her emotions get the best of her.
最终的答案是：
(b)",1,(a) Relief - Momo felt relieved because she was able to express her emotions through dancing. She was able to forget about her stress and worries for a short time.,0,"She felt relief because she was able to dance away her frustration and stress.
因此，答案是：
(b)",1
"['Disapproval', 'Amusement', 'Annoyance', 'Nervousness', 'Fear', 'Unbothered']",1,"['He loves traffic', 'He enjoys confrontations', 'The person shouting at him turned out to be his dad', 'He enjoys being called a bad driver.']",2,"The emotions that Andre might experience include anger, sadness or disappointment. He may also feel embarrassed because he confronted his father in public.
最终答案：(a)",0,He is upset because he realizes that the person who shouted at him is his father.,-1,"The most important thing is to analyze the context and the possible emotions based on the given information.
Andre was stuck in traffic because of someone who shouted at him for being a bad driver. He went out of his car to confront this person, and then he found out that this person was his father.
Based on these facts, we can conclude that Andre felt angry or disappointed because his father criticized him for no reason.
Therefore, the correct answer is (a), disapproval.",0,Andre felt disapproval because he was confronted by his father who shouted at him for being a bad driver.,-1,"The most important thing is to understand the context and the background information provided in the problem. The story tells us that Andre was stuck in traffic and was accused of being a bad driver by his father. This means that Andre's father thinks he is a bad driver. So, Andre's emotions will be related to this fact.
Now let's analyze each choice:
- (a) Disapproval: This is an emotional reaction based on the belief that something is wrong or unacceptable. In our case, Andre's father disapproves of his driving skills. It could be a possible answer if we consider that Andre might feel some kind of rejection from his father because of this accusation.
- (b) Amusement: This emotion is caused by something that is seen as funny or interesting. In our case, there is no humor element in the story.
- (c) Annoyance: This is an emotional reaction caused by irritation or frustration. In our case, Andre might feel annoyed because his father accused him of being a bad driver without any evidence.
- (d) Nervousness: This emotion is caused by anxiety or stress. In our case, Andre might feel nervous because he had to confront his father in a tense situation.
- (e) Fear: This emotion is caused by the expectation of harm or danger. In our case, there is no threat or danger involved in the story.
- (f) Unbothered: This emotion is the opposite of nervousness; it means that someone is not affected by stress or anxiety. In our case, Andre might not feel unbothered because he has to deal with a situation where his father accuses him of being a bad driver.
After analyzing all the choices, the best answer seems to be (c) Annoyance.",2,Andre felt annoyed because he didn't want to be stuck in traffic or have someone shout at him. He also felt emotional because the person shouting at him turned out to be his father.,-1,"The most important thing is to understand the context and background information of the story so as to better judge the emotions of the protagonist.
According to the story, Andre was stuck in traffic because of the behavior of other drivers. His father saw this and accused him of being a bad driver. This made Andre angry and wanted to defend himself. This is an emotional reaction, which means that Andre felt angry or annoyed.
Therefore, the correct answer should be (c) ""Annoyed"".",2,Andre felt annoyed because he was stuck in traffic and had to spend time dealing with an unpleasant situation.,-1,"The most important thing is that we need to understand the context and background information of the story so as to determine the emotions of the protagonist.
According to the story, Andre was stuck in traffic because of his father's behavior, which made him feel angry or annoyed. When he confronted his father, he found that his father was shouting at him, making him feel nervous. Finally, he realized that his father was his father, and he felt embarrassed and ashamed.
Therefore, the final emotion of Andre should be ""annoyed"" and ""nervous"", because he was annoyed by his father's behavior, and he was nervous because he had to face his father.",-1,Andre felt annoyed because he didn't like being shouted at while driving. He also felt embarrassed because he realized that the person who shouted at him was his father.,-1
"['Anger', 'Disappointment', 'Jealousy', 'Nervousness', 'Annoyance', 'Gratitude']",0,"[""I wasn't invited to the birthday party"", 'I found out his friend talks badly about me behind his back', ""My friend didn't tell me about the party in advance"", 'I am always excluded from parties']",1,"The initial emotion is anger because you were annoyed that your friend didn't invite you to his birthday party. Then, you find out that he is talking bad about you behind your back. So, the final emotion will be anger combined with disappointment.
Answer: (a) Anger",0,The fact that he talks bad about me is an additional reason why I get angry because it means he doesn't respect me as much as before.,-1,"Anger because of being ignored and bad mouthing.
Answer: (a) Anger",0,"The fact that he talks bad about me behind my back is an insult. It means that he doesn't respect me or our friendship. This can make me angry because it hurts my feelings.
Therefore, the correct answer is (a), I wasn't invited to the birthday party.",0,"Anger is an emotion that arises when someone perceives themselves as having been wronged or treated unfairly. In this situation, you were annoyed with your friend for not inviting you to his birthday party, which is a manifestation of anger. Additionally, you discovered that he talks badly about you behind your back to others, which would likely exacerbate your anger further.

最终答案：(a) Anger",0,"The fact that he talks bad about me is an insult to my dignity as a person. This makes me angry. The fact that I know it makes me feel betrayed and disappointed.
Therefore, the correct answer is (b).",1,"Anger is an emotional response that occurs when someone perceives that they have been wronged or treated unfairly. In this situation, you were annoyed with your friend for not inviting you to his birthday party, which is a form of unfair treatment. Additionally, you found out that he talks badly about you behind your back to others, which would cause you to feel angry because it means that he is treating you unfairly as well.
因此，最终的答案是：
(a) Anger",0,The fact that he talks bad about me behind my back is an insult. This makes me angry. The fact that I was not invited to the birthday party adds to my anger.,-1,"Anger is an emotion that arises when someone feels insulted or attacked. In this case, you were annoyed because your friend did not invite you to his birthday party, which could be seen as an attack on your feelings of belonging. Moreover, it turns out that he also talks badly about you behind your back, which further insults you. Therefore, the final emotion you will feel is anger.
最终的答案是：
(a) 愤怒",0,The fact that he talks bad about me behind my back is an attack on my reputation. This can make me feel angry because it means he doesn't respect me.,-1
"['Hopeful', 'Fear', 'Hopeless', 'Disapproval', 'Gratitude', 'Embarrassment']",0,"['His boss will always criticize him', 'His boss praised his effort', 'He used the criticism to improve his idea', 'He loved presenting his ideas to the team.']",2,"The boss' criticism is harsh but it helps Julius understand where he needs improvement. This means that Julius will be grateful for the feedback.
最终的答案是：
(e)",4,"His boss brutally criticized his lack of detail and clarity. This means that his boss is not satisfied with his work. If someone doesn't like something, it can make us feel bad or upset.
因此，答案是：
(c)",2,"Julius felt disappointed when his boss criticized him harshly. However, after analyzing the criticism and realizing it was necessary, he felt grateful because he knew now how to improve his presentation.
最终答案：(e)",4,"His boss brutally criticized his lack of detail and clarity. This means that his boss is not satisfied with his work. If someone does not like something, they may feel gratitude when they see improvement.
Therefore, the correct answer is (c).",2,"Julius felt disappointed when his boss criticized him. However, after analyzing his boss' comment and realizing it was what he needed to improve, he felt grateful.
最终的答案是：
(e)",4,"His boss brutally criticized his lack of detail and clarity. This means that his boss did not like his presentation. However, Julius realized that this harsh feedback was what he needed to improve. He read over his notes and started refining his ideas. So, we can conclude that he felt grateful because his boss gave him constructive criticism which helped him improve his idea.
Answer: (c) He used the criticism to improve his idea",2,"The boss' criticism is harsh but it helps Julius understand where he needs improvement. So I don't think fear or disapproval are appropriate emotions here. Hopelessness doesn't seem to be an emotion that someone would feel after receiving constructive criticism. The boss' comment makes Julius realize that he needs to improve so gratitude seems inappropriate too. Finally, embarrassment is not an emotion that comes up when you receive constructive criticism from your boss.
Therefore, the correct answer should be (e) GRATITUDE because it's the only emotion that fits the context.",4,"His boss brutally criticized his lack of detail and clarity. This means that his boss is very critical. Julius realized that this harsh feedback was what he needed to improve. He read over his notes and started refining his ideas. These two facts mean that Julius felt gratitude because his boss gave him constructive criticism so that he could improve himself.
Answer: (c) He used the criticism to improve his idea",2,"The boss' criticism is harsh but it helps Julius understand where he needs improvement. This means that he will be able to make his ideas better and more clear. So the final emotion should be positive.
Answer: (e)",4,Julius felt gratitude because his boss criticized his work and helped him improve it. This is an opportunity to learn and grow.,-1
"['Pride', 'Jealousy', 'Sadness', 'Disappointment', 'Embarrassment', 'Delight']",5,"[""His parents skipped his younger brother's baseball game to attend his awards ceremony"", 'His flawless academic record has brought him a lot of satisfaction', ""His parents managed to attend both his ceremony and his brother's baseball game"", 'He was alone on the stage and liked the attention.']",0,Liam felt sadness because he was ignored by his parents who were more interested in their son's baseball game than his achievements.,2,"He felt disappointment because his parents didn't go to his awards ceremony due to his brother's baseball game.
Therefore, the correct answer is (a).",0,"Liam felt sadness because although he had an excellent academic record, it was not enough to make his parents attend his award ceremony.",2,"His parents were there in the audience so he felt their love and support.
Therefore, the correct answer should be (b).",1,Liam felt sad because his parents didn't attend his award ceremony.,-1,"His parents were there but didn't applaud or smile at him.
So, the correct answer should be (a).",0,"The boy felt proud of his perfect academic record but also disappointed that his parents didn't attend his award ceremony. He was sad because he wanted their support.
因此，答案是：
(a) 失望",0,"His parents told him they'd be skipping his awards ceremony for his younger brother's baseball game. This means that Liam felt disappointed because his parents didn't attend his awards ceremony.
因此，答案是：
(a)",0,"The boy was overlooked so he felt pride when he got an excellent academic record. He knew that his parents were going to miss his award ceremony but he saw them in the audience so he felt sadness because they couldn't be there. Finally, he felt disappointment because of their absence from the event.
Answer: (c) Sadness",2,"He felt sadness because his parents didn't go to his awards ceremony but went to his brother's baseball game.
最终的答案是：
(a)",0
"['Delight', 'Disappointment', 'Anger', 'Pessimism', 'Remorse', 'Anticipation']",0,"['He has a new camera', 'He just likes sitting outside', 'He finally gets to take pictures of the bird he was looking for', 'He enjoys sitting on a tree branch.']",2,"Delight is the feeling of great happiness or satisfaction. In this case, Joe felt delight when he saw the bluebird because it was a rare bird that he had been trying to see for some time. When the bird flew away, Joe might have felt disappointment, but when it came back, he felt delight again.
最终答案：（a）。",0,He finally gets to take pictures of the bird he was looking for,2,"Delight is an emotional state characterized by a feeling of great happiness or satisfaction resulting from something particularly pleasing or satisfying. In this case, Joe is happy because he finally saw the rare bird that he has been looking for.
最终答案：（a）。",0,"Joe was excited because he finally got to see the rare bird that he had been looking for. This means that he felt anticipation and excitement.
Therefore, the correct answer is (c).",2,"Delight is the feeling of great pleasure or satisfaction. It is because Joe saw the rare bluebird and took a photo of it before it flew away. Then when it came back, he felt delight again.
最终答案：（a）。",0,He finally gets to take pictures of the bird he was looking for so he feels excited and happy.,2,"The bird flew away so that Joe couldn't take its picture. This means that Joe felt disappointment because he didn't get the chance to take a picture of the bird.
最终答案：(b)",1,"Joe was disappointed because he couldn't take a picture of the bluebird that he had been looking for for months.
最终的答案是：
(c)",2,"Joe was delighted when he first saw the bluebird because it was a rare bird that he had been trying to see for some time. When the bird flew away, he might have felt disappointed or frustrated. However, since the bird came back, he could feel delight again.
最终答案：(a)",0,"The bird that Joe saw before flying away was a rare type of bird, which he had been trying to find for some time. Finally, he found it and took a picture of it. This makes him happy and satisfied.
所以，答案是：
(c)",2
